"","SEMANA","REPORTE","CVEGEO","MUNICIPIO","CLAS_REG","POB","CASOS_SEMANALES"
"828",41,2020-10-11,"26025","Empalme","Sur",60631,4
"829",42,2020-10-18,"26025","Empalme","Sur",60631,3
"830",43,2020-10-25,"26025","Empalme","Sur",60631,7
"831",44,2020-11-01,"26025","Empalme","Sur",60631,15
"832",45,2020-11-08,"26025","Empalme","Sur",60631,4
"833",46,2020-11-15,"26025","Empalme","Sur",60631,14
"834",47,2020-11-22,"26025","Empalme","Sur",60631,5
"835",48,2020-11-29,"26025","Empalme","Sur",60631,9
"836",49,2020-12-04,"26025","Empalme","Sur",60631,16
"837",12,2020-03-22,"26026","Etchojoa","Sur",66633,0
"838",13,2020-03-29,"26026","Etchojoa","Sur",66633,0
"839",14,2020-04-05,"26026","Etchojoa","Sur",66633,0
"840",15,2020-04-12,"26026","Etchojoa","Sur",66633,0
"841",16,2020-04-19,"26026","Etchojoa","Sur",66633,1
"842",17,2020-04-26,"26026","Etchojoa","Sur",66633,1
"843",18,2020-05-03,"26026","Etchojoa","Sur",66633,2
"844",19,2020-05-10,"26026","Etchojoa","Sur",66633,2
"845",20,2020-05-17,"26026","Etchojoa","Sur",66633,1
"846",21,2020-05-24,"26026","Etchojoa","Sur",66633,3
"847",22,2020-05-31,"26026","Etchojoa","Sur",66633,1
"848",23,2020-06-07,"26026","Etchojoa","Sur",66633,6
"849",24,2020-06-14,"26026","Etchojoa","Sur",66633,5
"850",25,2020-06-21,"26026","Etchojoa","Sur",66633,14
"851",26,2020-06-28,"26026","Etchojoa","Sur",66633,11
"852",27,2020-07-05,"26026","Etchojoa","Sur",66633,11
"853",28,2020-07-12,"26026","Etchojoa","Sur",66633,5
"854",29,2020-07-19,"26026","Etchojoa","Sur",66633,29
"855",30,2020-07-26,"26026","Etchojoa","Sur",66633,8
"856",31,2020-08-02,"26026","Etchojoa","Sur",66633,25
"857",32,2020-08-09,"26026","Etchojoa","Sur",66633,36
"858",33,2020-08-16,"26026","Etchojoa","Sur",66633,39
"859",34,2020-08-23,"26026","Etchojoa","Sur",66633,21
"860",35,2020-08-30,"26026","Etchojoa","Sur",66633,17
"861",36,2020-09-06,"26026","Etchojoa","Sur",66633,21
"862",37,2020-09-13,"26026","Etchojoa","Sur",66633,33
"863",38,2020-09-20,"26026","Etchojoa","Sur",66633,29
"864",39,2020-09-27,"26026","Etchojoa","Sur",66633,39
"865",40,2020-10-04,"26026","Etchojoa","Sur",66633,34
"866",41,2020-10-11,"26026","Etchojoa","Sur",66633,51
"867",42,2020-10-18,"26026","Etchojoa","Sur",66633,42
"868",43,2020-10-25,"26026","Etchojoa","Sur",66633,6
"869",44,2020-11-01,"26026","Etchojoa","Sur",66633,4
"870",45,2020-11-08,"26026","Etchojoa","Sur",66633,2
"871",46,2020-11-15,"26026","Etchojoa","Sur",66633,6
"872",47,2020-11-22,"26026","Etchojoa","Sur",66633,4
"873",48,2020-11-29,"26026","Etchojoa","Sur",66633,3
"874",49,2020-12-04,"26026","Etchojoa","Sur",66633,9
"875",12,2020-03-22,"26027","Fronteras","Sierra Alta",9356,0
"876",13,2020-03-29,"26027","Fronteras","Sierra Alta",9356,0
"877",14,2020-04-05,"26027","Fronteras","Sierra Alta",9356,0
"878",15,2020-04-12,"26027","Fronteras","Sierra Alta",9356,0
"879",16,2020-04-19,"26027","Fronteras","Sierra Alta",9356,0
"880",17,2020-04-26,"26027","Fronteras","Sierra Alta",9356,0
"881",18,2020-05-03,"26027","Fronteras","Sierra Alta",9356,0
"882",19,2020-05-10,"26027","Fronteras","Sierra Alta",9356,0
"883",20,2020-05-17,"26027","Fronteras","Sierra Alta",9356,0
"884",21,2020-05-24,"26027","Fronteras","Sierra Alta",9356,0
"885",22,2020-05-31,"26027","Fronteras","Sierra Alta",9356,0
"886",23,2020-06-07,"26027","Fronteras","Sierra Alta",9356,0
"887",24,2020-06-14,"26027","Fronteras","Sierra Alta",9356,2
"888",25,2020-06-21,"26027","Fronteras","Sierra Alta",9356,4
"889",26,2020-06-28,"26027","Fronteras","Sierra Alta",9356,3
"890",27,2020-07-05,"26027","Fronteras","Sierra Alta",9356,2
"891",28,2020-07-12,"26027","Fronteras","Sierra Alta",9356,0
"892",29,2020-07-19,"26027","Fronteras","Sierra Alta",9356,0
"893",30,2020-07-26,"26027","Fronteras","Sierra Alta",9356,0
"894",31,2020-08-02,"26027","Fronteras","Sierra Alta",9356,1
"895",32,2020-08-09,"26027","Fronteras","Sierra Alta",9356,0
"896",33,2020-08-16,"26027","Fronteras","Sierra Alta",9356,0
"897",34,2020-08-23,"26027","Fronteras","Sierra Alta",9356,0
"898",35,2020-08-30,"26027","Fronteras","Sierra Alta",9356,0
"899",36,2020-09-06,"26027","Fronteras","Sierra Alta",9356,0
"900",37,2020-09-13,"26027","Fronteras","Sierra Alta",9356,0
"901",38,2020-09-20,"26027","Fronteras","Sierra Alta",9356,1
"902",39,2020-09-27,"26027","Fronteras","Sierra Alta",9356,1
"903",40,2020-10-04,"26027","Fronteras","Sierra Alta",9356,0
"904",41,2020-10-11,"26027","Fronteras","Sierra Alta",9356,2
"905",42,2020-10-18,"26027","Fronteras","Sierra Alta",9356,3
"906",43,2020-10-25,"26027","Fronteras","Sierra Alta",9356,3
"907",44,2020-11-01,"26027","Fronteras","Sierra Alta",9356,1
"908",45,2020-11-08,"26027","Fronteras","Sierra Alta",9356,3
"909",46,2020-11-15,"26027","Fronteras","Sierra Alta",9356,4
"910",47,2020-11-22,"26027","Fronteras","Sierra Alta",9356,0
"911",48,2020-11-29,"26027","Fronteras","Sierra Alta",9356,4
"912",49,2020-12-04,"26027","Fronteras","Sierra Alta",9356,2
"913",12,2020-03-22,"26028","Granados","Sierra Alta",1170,0
"914",13,2020-03-29,"26028","Granados","Sierra Alta",1170,0
"915",14,2020-04-05,"26028","Granados","Sierra Alta",1170,0
"916",15,2020-04-12,"26028","Granados","Sierra Alta",1170,0
"917",16,2020-04-19,"26028","Granados","Sierra Alta",1170,0
"918",17,2020-04-26,"26028","Granados","Sierra Alta",1170,0
"919",18,2020-05-03,"26028","Granados","Sierra Alta",1170,0
"920",19,2020-05-10,"26028","Granados","Sierra Alta",1170,0
"921",20,2020-05-17,"26028","Granados","Sierra Alta",1170,0
"922",21,2020-05-24,"26028","Granados","Sierra Alta",1170,0
"923",22,2020-05-31,"26028","Granados","Sierra Alta",1170,0
"924",23,2020-06-07,"26028","Granados","Sierra Alta",1170,0
"925",24,2020-06-14,"26028","Granados","Sierra Alta",1170,0
"926",25,2020-06-21,"26028","Granados","Sierra Alta",1170,1
"927",26,2020-06-28,"26028","Granados","Sierra Alta",1170,1
"928",27,2020-07-05,"26028","Granados","Sierra Alta",1170,2
"929",28,2020-07-12,"26028","Granados","Sierra Alta",1170,0
"930",29,2020-07-19,"26028","Granados","Sierra Alta",1170,0
"931",30,2020-07-26,"26028","Granados","Sierra Alta",1170,0
"932",31,2020-08-02,"26028","Granados","Sierra Alta",1170,0
"933",32,2020-08-09,"26028","Granados","Sierra Alta",1170,0
"934",33,2020-08-16,"26028","Granados","Sierra Alta",1170,0
"935",34,2020-08-23,"26028","Granados","Sierra Alta",1170,0
"936",35,2020-08-30,"26028","Granados","Sierra Alta",1170,0
"937",36,2020-09-06,"26028","Granados","Sierra Alta",1170,0
"938",37,2020-09-13,"26028","Granados","Sierra Alta",1170,1
"939",38,2020-09-20,"26028","Granados","Sierra Alta",1170,0
"940",39,2020-09-27,"26028","Granados","Sierra Alta",1170,0
"941",40,2020-10-04,"26028","Granados","Sierra Alta",1170,0
"942",41,2020-10-11,"26028","Granados","Sierra Alta",1170,1
"943",42,2020-10-18,"26028","Granados","Sierra Alta",1170,0
"944",43,2020-10-25,"26028","Granados","Sierra Alta",1170,0
"945",44,2020-11-01,"26028","Granados","Sierra Alta",1170,0
"946",45,2020-11-08,"26028","Granados","Sierra Alta",1170,1
"947",46,2020-11-15,"26028","Granados","Sierra Alta",1170,0
"948",47,2020-11-22,"26028","Granados","Sierra Alta",1170,0
"949",48,2020-11-29,"26028","Granados","Sierra Alta",1170,1
"950",49,2020-12-04,"26028","Granados","Sierra Alta",1170,2
"951",12,2020-03-22,"26029","Guaymas","Sur",171035,1
"952",13,2020-03-29,"26029","Guaymas","Sur",171035,1
"953",14,2020-04-05,"26029","Guaymas","Sur",171035,0
"954",15,2020-04-12,"26029","Guaymas","Sur",171035,0
"955",16,2020-04-19,"26029","Guaymas","Sur",171035,0
"956",17,2020-04-26,"26029","Guaymas","Sur",171035,5
"957",18,2020-05-03,"26029","Guaymas","Sur",171035,4
"958",19,2020-05-10,"26029","Guaymas","Sur",171035,5
"959",20,2020-05-17,"26029","Guaymas","Sur",171035,12
"960",21,2020-05-24,"26029","Guaymas","Sur",171035,19
"961",22,2020-05-31,"26029","Guaymas","Sur",171035,16
"962",23,2020-06-07,"26029","Guaymas","Sur",171035,22
"963",24,2020-06-14,"26029","Guaymas","Sur",171035,45
"964",25,2020-06-21,"26029","Guaymas","Sur",171035,80
"965",26,2020-06-28,"26029","Guaymas","Sur",171035,123
"966",27,2020-07-05,"26029","Guaymas","Sur",171035,98
"967",28,2020-07-12,"26029","Guaymas","Sur",171035,83
"968",29,2020-07-19,"26029","Guaymas","Sur",171035,101
"969",30,2020-07-26,"26029","Guaymas","Sur",171035,70
"970",31,2020-08-02,"26029","Guaymas","Sur",171035,65
"971",32,2020-08-09,"26029","Guaymas","Sur",171035,171
"972",33,2020-08-16,"26029","Guaymas","Sur",171035,213
"973",34,2020-08-23,"26029","Guaymas","Sur",171035,107
"974",35,2020-08-30,"26029","Guaymas","Sur",171035,64
"975",36,2020-09-06,"26029","Guaymas","Sur",171035,91
"976",37,2020-09-13,"26029","Guaymas","Sur",171035,153
"977",38,2020-09-20,"26029","Guaymas","Sur",171035,97
"978",39,2020-09-27,"26029","Guaymas","Sur",171035,56
"979",40,2020-10-04,"26029","Guaymas","Sur",171035,23
"980",41,2020-10-11,"26029","Guaymas","Sur",171035,16
"981",42,2020-10-18,"26029","Guaymas","Sur",171035,18
"982",43,2020-10-25,"26029","Guaymas","Sur",171035,19
"983",44,2020-11-01,"26029","Guaymas","Sur",171035,16
"984",45,2020-11-08,"26029","Guaymas","Sur",171035,24
"985",46,2020-11-15,"26029","Guaymas","Sur",171035,108
"986",47,2020-11-22,"26029","Guaymas","Sur",171035,34
"987",48,2020-11-29,"26029","Guaymas","Sur",171035,43
"988",49,2020-12-04,"26029","Guaymas","Sur",171035,32
"989",12,2020-03-22,"26030","Hermosillo","Centro Norte",946054,2
"990",13,2020-03-29,"26030","Hermosillo","Centro Norte",946054,6
"991",14,2020-04-05,"26030","Hermosillo","Centro Norte",946054,6
"992",15,2020-04-12,"26030","Hermosillo","Centro Norte",946054,8
"993",16,2020-04-19,"26030","Hermosillo","Centro Norte",946054,5
"994",17,2020-04-26,"26030","Hermosillo","Centro Norte",946054,17
"995",18,2020-05-03,"26030","Hermosillo","Centro Norte",946054,41
"996",19,2020-05-10,"26030","Hermosillo","Centro Norte",946054,87
"997",20,2020-05-17,"26030","Hermosillo","Centro Norte",946054,143
"998",21,2020-05-24,"26030","Hermosillo","Centro Norte",946054,195
"999",22,2020-05-31,"26030","Hermosillo","Centro Norte",946054,267
"1000",23,2020-06-07,"26030","Hermosillo","Centro Norte",946054,384
"1001",24,2020-06-14,"26030","Hermosillo","Centro Norte",946054,496
"1002",25,2020-06-21,"26030","Hermosillo","Centro Norte",946054,535
"1003",26,2020-06-28,"26030","Hermosillo","Centro Norte",946054,504
"1004",27,2020-07-05,"26030","Hermosillo","Centro Norte",946054,702
"1005",28,2020-07-12,"26030","Hermosillo","Centro Norte",946054,1232
"1006",29,2020-07-19,"26030","Hermosillo","Centro Norte",946054,1407
"1007",30,2020-07-26,"26030","Hermosillo","Centro Norte",946054,1309
"1008",31,2020-08-02,"26030","Hermosillo","Centro Norte",946054,1989
"1009",32,2020-08-09,"26030","Hermosillo","Centro Norte",946054,1399
"1010",33,2020-08-16,"26030","Hermosillo","Centro Norte",946054,851
"1011",34,2020-08-23,"26030","Hermosillo","Centro Norte",946054,659
"1012",35,2020-08-30,"26030","Hermosillo","Centro Norte",946054,552
"1013",36,2020-09-06,"26030","Hermosillo","Centro Norte",946054,545
"1014",37,2020-09-13,"26030","Hermosillo","Centro Norte",946054,534
"1015",38,2020-09-20,"26030","Hermosillo","Centro Norte",946054,514
"1016",39,2020-09-27,"26030","Hermosillo","Centro Norte",946054,657
"1017",40,2020-10-04,"26030","Hermosillo","Centro Norte",946054,423
"1018",41,2020-10-11,"26030","Hermosillo","Centro Norte",946054,458
"1019",42,2020-10-18,"26030","Hermosillo","Centro Norte",946054,463
"1020",43,2020-10-25,"26030","Hermosillo","Centro Norte",946054,618
"1021",44,2020-11-01,"26030","Hermosillo","Centro Norte",946054,500
"1022",45,2020-11-08,"26030","Hermosillo","Centro Norte",946054,416
"1023",46,2020-11-15,"26030","Hermosillo","Centro Norte",946054,380
"1024",47,2020-11-22,"26030","Hermosillo","Centro Norte",946054,404
"1025",48,2020-11-29,"26030","Hermosillo","Centro Norte",946054,481
"1026",49,2020-12-04,"26030","Hermosillo","Centro Norte",946054,894
"1027",12,2020-03-22,"26031","Huachinera","Sierra Alta",1411,0
"1028",13,2020-03-29,"26031","Huachinera","Sierra Alta",1411,0
"1029",14,2020-04-05,"26031","Huachinera","Sierra Alta",1411,0
"1030",15,2020-04-12,"26031","Huachinera","Sierra Alta",1411,0
"1031",16,2020-04-19,"26031","Huachinera","Sierra Alta",1411,0
"1032",17,2020-04-26,"26031","Huachinera","Sierra Alta",1411,0
"1033",18,2020-05-03,"26031","Huachinera","Sierra Alta",1411,0
"1034",19,2020-05-10,"26031","Huachinera","Sierra Alta",1411,0
"1035",20,2020-05-17,"26031","Huachinera","Sierra Alta",1411,0
"1036",21,2020-05-24,"26031","Huachinera","Sierra Alta",1411,0
"1037",22,2020-05-31,"26031","Huachinera","Sierra Alta",1411,0
"1038",23,2020-06-07,"26031","Huachinera","Sierra Alta",1411,0
"1039",24,2020-06-14,"26031","Huachinera","Sierra Alta",1411,0
"1040",25,2020-06-21,"26031","Huachinera","Sierra Alta",1411,1
"1041",26,2020-06-28,"26031","Huachinera","Sierra Alta",1411,0
"1042",27,2020-07-05,"26031","Huachinera","Sierra Alta",1411,0
"1043",28,2020-07-12,"26031","Huachinera","Sierra Alta",1411,0
"1044",29,2020-07-19,"26031","Huachinera","Sierra Alta",1411,0
"1045",30,2020-07-26,"26031","Huachinera","Sierra Alta",1411,0
"1046",31,2020-08-02,"26031","Huachinera","Sierra Alta",1411,0
"1047",32,2020-08-09,"26031","Huachinera","Sierra Alta",1411,0
"1048",33,2020-08-16,"26031","Huachinera","Sierra Alta",1411,0
"1049",34,2020-08-23,"26031","Huachinera","Sierra Alta",1411,0
"1050",35,2020-08-30,"26031","Huachinera","Sierra Alta",1411,0
"1051",36,2020-09-06,"26031","Huachinera","Sierra Alta",1411,0
"1052",37,2020-09-13,"26031","Huachinera","Sierra Alta",1411,0
"1053",38,2020-09-20,"26031","Huachinera","Sierra Alta",1411,0
"1054",39,2020-09-27,"26031","Huachinera","Sierra Alta",1411,0
"1055",40,2020-10-04,"26031","Huachinera","Sierra Alta",1411,0
"1056",41,2020-10-11,"26031","Huachinera","Sierra Alta",1411,0
"1057",42,2020-10-18,"26031","Huachinera","Sierra Alta",1411,0
"1058",43,2020-10-25,"26031","Huachinera","Sierra Alta",1411,0
"1059",44,2020-11-01,"26031","Huachinera","Sierra Alta",1411,0
"1060",45,2020-11-08,"26031","Huachinera","Sierra Alta",1411,0
"1061",46,2020-11-15,"26031","Huachinera","Sierra Alta",1411,0
"1062",47,2020-11-22,"26031","Huachinera","Sierra Alta",1411,0
"1063",48,2020-11-29,"26031","Huachinera","Sierra Alta",1411,0
"1064",49,2020-12-04,"26031","Huachinera","Sierra Alta",1411,0
"1065",12,2020-03-22,"26032","Huásabas","Sierra Alta",990,0
"1066",13,2020-03-29,"26032","Huásabas","Sierra Alta",990,0
"1067",14,2020-04-05,"26032","Huásabas","Sierra Alta",990,0
"1068",15,2020-04-12,"26032","Huásabas","Sierra Alta",990,0
"1069",16,2020-04-19,"26032","Huásabas","Sierra Alta",990,0
"1070",17,2020-04-26,"26032","Huásabas","Sierra Alta",990,0
"1071",18,2020-05-03,"26032","Huásabas","Sierra Alta",990,0
"1072",19,2020-05-10,"26032","Huásabas","Sierra Alta",990,0
"1073",20,2020-05-17,"26032","Huásabas","Sierra Alta",990,0
"1074",21,2020-05-24,"26032","Huásabas","Sierra Alta",990,0
"1075",22,2020-05-31,"26032","Huásabas","Sierra Alta",990,0
"1076",23,2020-06-07,"26032","Huásabas","Sierra Alta",990,0
"1077",24,2020-06-14,"26032","Huásabas","Sierra Alta",990,0
"1078",25,2020-06-21,"26032","Huásabas","Sierra Alta",990,0
"1079",26,2020-06-28,"26032","Huásabas","Sierra Alta",990,0
"1080",27,2020-07-05,"26032","Huásabas","Sierra Alta",990,1
"1081",28,2020-07-12,"26032","Huásabas","Sierra Alta",990,0
"1082",29,2020-07-19,"26032","Huásabas","Sierra Alta",990,0
"1083",30,2020-07-26,"26032","Huásabas","Sierra Alta",990,0
"1084",31,2020-08-02,"26032","Huásabas","Sierra Alta",990,0
"1085",32,2020-08-09,"26032","Huásabas","Sierra Alta",990,0
"1086",33,2020-08-16,"26032","Huásabas","Sierra Alta",990,1
"1087",34,2020-08-23,"26032","Huásabas","Sierra Alta",990,0
"1088",35,2020-08-30,"26032","Huásabas","Sierra Alta",990,0
"1089",36,2020-09-06,"26032","Huásabas","Sierra Alta",990,0
"1090",37,2020-09-13,"26032","Huásabas","Sierra Alta",990,0
"1091",38,2020-09-20,"26032","Huásabas","Sierra Alta",990,0
"1092",39,2020-09-27,"26032","Huásabas","Sierra Alta",990,0
"1093",40,2020-10-04,"26032","Huásabas","Sierra Alta",990,0
"1094",41,2020-10-11,"26032","Huásabas","Sierra Alta",990,0
"1095",42,2020-10-18,"26032","Huásabas","Sierra Alta",990,0
"1096",43,2020-10-25,"26032","Huásabas","Sierra Alta",990,0
"1097",44,2020-11-01,"26032","Huásabas","Sierra Alta",990,0
"1098",45,2020-11-08,"26032","Huásabas","Sierra Alta",990,0
"1099",46,2020-11-15,"26032","Huásabas","Sierra Alta",990,0
"1100",47,2020-11-22,"26032","Huásabas","Sierra Alta",990,0
"1101",48,2020-11-29,"26032","Huásabas","Sierra Alta",990,1
"1102",49,2020-12-04,"26032","Huásabas","Sierra Alta",990,2
"1103",12,2020-03-22,"26033","Huatabampo","Sur",86918,0
"1104",13,2020-03-29,"26033","Huatabampo","Sur",86918,0
"1105",14,2020-04-05,"26033","Huatabampo","Sur",86918,1
"1106",15,2020-04-12,"26033","Huatabampo","Sur",86918,7
"1107",16,2020-04-19,"26033","Huatabampo","Sur",86918,7
"1108",17,2020-04-26,"26033","Huatabampo","Sur",86918,1
"1109",18,2020-05-03,"26033","Huatabampo","Sur",86918,2
"1110",19,2020-05-10,"26033","Huatabampo","Sur",86918,0
"1111",20,2020-05-17,"26033","Huatabampo","Sur",86918,0
"1112",21,2020-05-24,"26033","Huatabampo","Sur",86918,4
"1113",22,2020-05-31,"26033","Huatabampo","Sur",86918,3
"1114",23,2020-06-07,"26033","Huatabampo","Sur",86918,8
"1115",24,2020-06-14,"26033","Huatabampo","Sur",86918,13
"1116",25,2020-06-21,"26033","Huatabampo","Sur",86918,17
"1117",26,2020-06-28,"26033","Huatabampo","Sur",86918,26
"1118",27,2020-07-05,"26033","Huatabampo","Sur",86918,25
"1119",28,2020-07-12,"26033","Huatabampo","Sur",86918,24
"1120",29,2020-07-19,"26033","Huatabampo","Sur",86918,28
"1121",30,2020-07-26,"26033","Huatabampo","Sur",86918,39
"1122",31,2020-08-02,"26033","Huatabampo","Sur",86918,46
"1123",32,2020-08-09,"26033","Huatabampo","Sur",86918,81
"1124",33,2020-08-16,"26033","Huatabampo","Sur",86918,57
"1125",34,2020-08-23,"26033","Huatabampo","Sur",86918,13
"1126",35,2020-08-30,"26033","Huatabampo","Sur",86918,29
"1127",36,2020-09-06,"26033","Huatabampo","Sur",86918,32
"1128",37,2020-09-13,"26033","Huatabampo","Sur",86918,41
"1129",38,2020-09-20,"26033","Huatabampo","Sur",86918,27
"1130",39,2020-09-27,"26033","Huatabampo","Sur",86918,33
"1131",40,2020-10-04,"26033","Huatabampo","Sur",86918,55
"1132",41,2020-10-11,"26033","Huatabampo","Sur",86918,45
"1133",42,2020-10-18,"26033","Huatabampo","Sur",86918,22
"1134",43,2020-10-25,"26033","Huatabampo","Sur",86918,26
"1135",44,2020-11-01,"26033","Huatabampo","Sur",86918,14
"1136",45,2020-11-08,"26033","Huatabampo","Sur",86918,11
"1137",46,2020-11-15,"26033","Huatabampo","Sur",86918,44
"1138",47,2020-11-22,"26033","Huatabampo","Sur",86918,7
"1139",48,2020-11-29,"26033","Huatabampo","Sur",86918,13
"1140",49,2020-12-04,"26033","Huatabampo","Sur",86918,13
"1141",12,2020-03-22,"26034","Huépac","Río Sonora",1091,0
"1142",13,2020-03-29,"26034","Huépac","Río Sonora",1091,0
"1143",14,2020-04-05,"26034","Huépac","Río Sonora",1091,0
"1144",15,2020-04-12,"26034","Huépac","Río Sonora",1091,0
"1145",16,2020-04-19,"26034","Huépac","Río Sonora",1091,0
"1146",17,2020-04-26,"26034","Huépac","Río Sonora",1091,0
"1147",18,2020-05-03,"26034","Huépac","Río Sonora",1091,0
"1148",19,2020-05-10,"26034","Huépac","Río Sonora",1091,0
"1149",20,2020-05-17,"26034","Huépac","Río Sonora",1091,0
"1150",21,2020-05-24,"26034","Huépac","Río Sonora",1091,0
"1151",22,2020-05-31,"26034","Huépac","Río Sonora",1091,0
"1152",23,2020-06-07,"26034","Huépac","Río Sonora",1091,0
"1153",24,2020-06-14,"26034","Huépac","Río Sonora",1091,0
"1154",25,2020-06-21,"26034","Huépac","Río Sonora",1091,0
"1155",26,2020-06-28,"26034","Huépac","Río Sonora",1091,0
"1156",27,2020-07-05,"26034","Huépac","Río Sonora",1091,0
"1157",28,2020-07-12,"26034","Huépac","Río Sonora",1091,1
"1158",29,2020-07-19,"26034","Huépac","Río Sonora",1091,0
"1159",30,2020-07-26,"26034","Huépac","Río Sonora",1091,0
"1160",31,2020-08-02,"26034","Huépac","Río Sonora",1091,0
"1161",32,2020-08-09,"26034","Huépac","Río Sonora",1091,0
"1162",33,2020-08-16,"26034","Huépac","Río Sonora",1091,0
"1163",34,2020-08-23,"26034","Huépac","Río Sonora",1091,0
"1164",35,2020-08-30,"26034","Huépac","Río Sonora",1091,0
"1165",36,2020-09-06,"26034","Huépac","Río Sonora",1091,0
"1166",37,2020-09-13,"26034","Huépac","Río Sonora",1091,0
"1167",38,2020-09-20,"26034","Huépac","Río Sonora",1091,0
"1168",39,2020-09-27,"26034","Huépac","Río Sonora",1091,0
"1169",40,2020-10-04,"26034","Huépac","Río Sonora",1091,0
"1170",41,2020-10-11,"26034","Huépac","Río Sonora",1091,0
"1171",42,2020-10-18,"26034","Huépac","Río Sonora",1091,0
"1172",43,2020-10-25,"26034","Huépac","Río Sonora",1091,0
"1173",44,2020-11-01,"26034","Huépac","Río Sonora",1091,0
"1174",45,2020-11-08,"26034","Huépac","Río Sonora",1091,0
"1175",46,2020-11-15,"26034","Huépac","Río Sonora",1091,0
"1176",47,2020-11-22,"26034","Huépac","Río Sonora",1091,0
"1177",48,2020-11-29,"26034","Huépac","Río Sonora",1091,1
"1178",49,2020-12-04,"26034","Huépac","Río Sonora",1091,1
"1179",12,2020-03-22,"26035","Imuris","Centro Norte",13843,0
"1180",13,2020-03-29,"26035","Imuris","Centro Norte",13843,0
"1181",14,2020-04-05,"26035","Imuris","Centro Norte",13843,0
"1182",15,2020-04-12,"26035","Imuris","Centro Norte",13843,0
"1183",16,2020-04-19,"26035","Imuris","Centro Norte",13843,0
"1184",17,2020-04-26,"26035","Imuris","Centro Norte",13843,0
"1185",18,2020-05-03,"26035","Imuris","Centro Norte",13843,1
"1186",19,2020-05-10,"26035","Imuris","Centro Norte",13843,0
"1187",20,2020-05-17,"26035","Imuris","Centro Norte",13843,0
"1188",21,2020-05-24,"26035","Imuris","Centro Norte",13843,0
"1189",22,2020-05-31,"26035","Imuris","Centro Norte",13843,0
"1190",23,2020-06-07,"26035","Imuris","Centro Norte",13843,0
"1191",24,2020-06-14,"26035","Imuris","Centro Norte",13843,0
"1192",25,2020-06-21,"26035","Imuris","Centro Norte",13843,4
"1193",26,2020-06-28,"26035","Imuris","Centro Norte",13843,3
"1194",27,2020-07-05,"26035","Imuris","Centro Norte",13843,3
"1195",28,2020-07-12,"26035","Imuris","Centro Norte",13843,3
"1196",29,2020-07-19,"26035","Imuris","Centro Norte",13843,4
"1197",30,2020-07-26,"26035","Imuris","Centro Norte",13843,4
"1198",31,2020-08-02,"26035","Imuris","Centro Norte",13843,5
"1199",32,2020-08-09,"26035","Imuris","Centro Norte",13843,6
"1200",33,2020-08-16,"26035","Imuris","Centro Norte",13843,4
"1201",34,2020-08-23,"26035","Imuris","Centro Norte",13843,5
"1202",35,2020-08-30,"26035","Imuris","Centro Norte",13843,3
"1203",36,2020-09-06,"26035","Imuris","Centro Norte",13843,8
"1204",37,2020-09-13,"26035","Imuris","Centro Norte",13843,3
"1205",38,2020-09-20,"26035","Imuris","Centro Norte",13843,1
"1206",39,2020-09-27,"26035","Imuris","Centro Norte",13843,2
"1207",40,2020-10-04,"26035","Imuris","Centro Norte",13843,0
"1208",41,2020-10-11,"26035","Imuris","Centro Norte",13843,0
"1209",42,2020-10-18,"26035","Imuris","Centro Norte",13843,0
"1210",43,2020-10-25,"26035","Imuris","Centro Norte",13843,1
"1211",44,2020-11-01,"26035","Imuris","Centro Norte",13843,1
"1212",45,2020-11-08,"26035","Imuris","Centro Norte",13843,3
"1213",46,2020-11-15,"26035","Imuris","Centro Norte",13843,1
"1214",47,2020-11-22,"26035","Imuris","Centro Norte",13843,6
"1215",48,2020-11-29,"26035","Imuris","Centro Norte",13843,0
"1216",49,2020-12-04,"26035","Imuris","Centro Norte",13843,0
"1217",12,2020-03-22,"26036","Magdalena","Centro Norte",33896,0
"1218",13,2020-03-29,"26036","Magdalena","Centro Norte",33896,0
"1219",14,2020-04-05,"26036","Magdalena","Centro Norte",33896,4
"1220",15,2020-04-12,"26036","Magdalena","Centro Norte",33896,0
"1221",16,2020-04-19,"26036","Magdalena","Centro Norte",33896,0
"1222",17,2020-04-26,"26036","Magdalena","Centro Norte",33896,0
"1223",18,2020-05-03,"26036","Magdalena","Centro Norte",33896,0
"1224",19,2020-05-10,"26036","Magdalena","Centro Norte",33896,0
"1225",20,2020-05-17,"26036","Magdalena","Centro Norte",33896,1
"1226",21,2020-05-24,"26036","Magdalena","Centro Norte",33896,9
"1227",22,2020-05-31,"26036","Magdalena","Centro Norte",33896,11
"1228",23,2020-06-07,"26036","Magdalena","Centro Norte",33896,11
"1229",24,2020-06-14,"26036","Magdalena","Centro Norte",33896,13
"1230",25,2020-06-21,"26036","Magdalena","Centro Norte",33896,25
"1231",26,2020-06-28,"26036","Magdalena","Centro Norte",33896,19
"1232",27,2020-07-05,"26036","Magdalena","Centro Norte",33896,23
"1233",28,2020-07-12,"26036","Magdalena","Centro Norte",33896,23
"1234",29,2020-07-19,"26036","Magdalena","Centro Norte",33896,12
"1235",30,2020-07-26,"26036","Magdalena","Centro Norte",33896,52
"1236",31,2020-08-02,"26036","Magdalena","Centro Norte",33896,12
"1237",32,2020-08-09,"26036","Magdalena","Centro Norte",33896,16
"1238",33,2020-08-16,"26036","Magdalena","Centro Norte",33896,13
