Fecha,CVEGEO,MUNICIPIO,CASOS,NUEVOS
16/03/2020,26018,Cajeme,0,0
17/03/2020,26018,Cajeme,0,0
18/03/2020,26018,Cajeme,0,0
19/03/2020,26018,Cajeme,0,0
20/03/2020,26018,Cajeme,0,0
21/03/2020,26018,Cajeme,0,0
22/03/2020,26018,Cajeme,0,0
23/03/2020,26018,Cajeme,0,0
24/03/2020,26018,Cajeme,1,1
25/03/2020,26018,Cajeme,3,2
26/03/2020,26018,Cajeme,3,0
27/03/2020,26018,Cajeme,3,0
28/03/2020,26018,Cajeme,4,1
29/03/2020,26018,Cajeme,4,0
30/03/2020,26018,Cajeme,4,0
31/03/2020,26018,Cajeme,4,0
01/04/2020,26018,Cajeme,4,0
02/04/2020,26018,Cajeme,4,0
03/04/2020,26018,Cajeme,4,0
04/04/2020,26018,Cajeme,4,0
05/04/2020,26018,Cajeme,5,1
06/04/2020,26018,Cajeme,6,1
07/04/2020,26018,Cajeme,6,0
08/04/2020,26018,Cajeme,6,0
09/04/2020,26018,Cajeme,7,1
10/04/2020,26018,Cajeme,7,0
11/04/2020,26018,Cajeme,7,0
12/04/2020,26018,Cajeme,7,0
13/04/2020,26018,Cajeme,7,0
14/04/2020,26018,Cajeme,7,0
15/04/2020,26018,Cajeme,7,0
16/04/2020,26018,Cajeme,7,0
17/04/2020,26018,Cajeme,9,2
18/04/2020,26018,Cajeme,10,1
19/04/2020,26018,Cajeme,11,1
20/04/2020,26018,Cajeme,11,0
21/04/2020,26018,Cajeme,12,1
22/04/2020,26018,Cajeme,12,0
23/04/2020,26018,Cajeme,13,1
24/04/2020,26018,Cajeme,13,0
25/04/2020,26018,Cajeme,13,0
26/04/2020,26018,Cajeme,14,1
27/04/2020,26018,Cajeme,16,2
28/04/2020,26018,Cajeme,16,0
29/04/2020,26018,Cajeme,17,1
30/04/2020,26018,Cajeme,17,0
01/05/2020,26018,Cajeme,19,2
02/05/2020,26018,Cajeme,21,2
03/05/2020,26018,Cajeme,26,5
04/05/2020,26018,Cajeme,32,6
05/05/2020,26018,Cajeme,32,0
06/05/2020,26018,Cajeme,38,6
07/05/2020,26018,Cajeme,43,5
08/05/2020,26018,Cajeme,46,3
09/05/2020,26018,Cajeme,49,3
10/05/2020,26018,Cajeme,52,3
11/05/2020,26018,Cajeme,73,21
12/05/2020,26018,Cajeme,78,5
13/05/2020,26018,Cajeme,84,6
14/05/2020,26018,Cajeme,87,3
15/05/2020,26018,Cajeme,103,16
16/05/2020,26018,Cajeme,110,7
17/05/2020,26018,Cajeme,122,12
18/05/2020,26018,Cajeme,127,5
19/05/2020,26018,Cajeme,140,13
20/05/2020,26018,Cajeme,144,4
21/05/2020,26018,Cajeme,160,16
22/05/2020,26018,Cajeme,201,41
23/05/2020,26018,Cajeme,224,23
24/05/2020,26018,Cajeme,242,18
25/05/2020,26018,Cajeme,255,13
26/05/2020,26018,Cajeme,280,25
27/05/2020,26018,Cajeme,285,5
28/05/2020,26018,Cajeme,309,24
29/05/2020,26018,Cajeme,352,43
30/05/2020,26018,Cajeme,378,26
31/05/2020,26018,Cajeme,400,22
01/06/2020,26018,Cajeme,437,37
02/06/2020,26018,Cajeme,497,60
03/06/2020,26018,Cajeme,518,21
04/06/2020,26018,Cajeme,559,41
05/06/2020,26018,Cajeme,567,8
06/06/2020,26018,Cajeme,619,52
07/06/2020,26018,Cajeme,637,18
08/06/2020,26018,Cajeme,710,73
09/06/2020,26018,Cajeme,710,0
10/06/2020,26018,Cajeme,760,50
11/06/2020,26018,Cajeme,798,38
12/06/2020,26018,Cajeme,849,51
13/06/2020,26018,Cajeme,881,32
14/06/2020,26018,Cajeme,927,46
15/06/2020,26018,Cajeme,939,12
16/06/2020,26018,Cajeme,988,49
17/06/2020,26018,Cajeme,1051,63
18/06/2020,26018,Cajeme,1051,0
19/06/2020,26018,Cajeme,1188,137
20/06/2020,26018,Cajeme,1210,22
21/06/2020,26018,Cajeme,1270,60
22/06/2020,26018,Cajeme,1306,36
23/06/2020,26018,Cajeme,1438,132
24/06/2020,26018,Cajeme,1470,32
25/06/2020,26018,Cajeme,1474,4
26/06/2020,26018,Cajeme,1514,40
27/06/2020,26018,Cajeme,1529,15
28/06/2020,26018,Cajeme,1582,53
29/06/2020,26018,Cajeme,1631,49
30/06/2020,26018,Cajeme,1653,22
01/07/2020,26018,Cajeme,1702,49
02/07/2020,26018,Cajeme,1773,71
03/07/2020,26018,Cajeme,1807,34
04/07/2020,26018,Cajeme,1855,48
05/07/2020,26018,Cajeme,1939,84
06/07/2020,26018,Cajeme,1987,48
07/07/2020,26018,Cajeme,2057,70
08/07/2020,26018,Cajeme,2071,14
09/07/2020,26018,Cajeme,2096,25
10/07/2020,26018,Cajeme,2113,17
16/03/2020,26019,Cananea,0,0
17/03/2020,26019,Cananea,0,0
18/03/2020,26019,Cananea,0,0
19/03/2020,26019,Cananea,0,0
20/03/2020,26019,Cananea,0,0
21/03/2020,26019,Cananea,0,0
22/03/2020,26019,Cananea,0,0
23/03/2020,26019,Cananea,0,0
24/03/2020,26019,Cananea,0,0
25/03/2020,26019,Cananea,0,0
26/03/2020,26019,Cananea,0,0
27/03/2020,26019,Cananea,0,0
28/03/2020,26019,Cananea,0,0
29/03/2020,26019,Cananea,0,0
30/03/2020,26019,Cananea,0,0
31/03/2020,26019,Cananea,0,0
01/04/2020,26019,Cananea,0,0
02/04/2020,26019,Cananea,0,0
03/04/2020,26019,Cananea,0,0
04/04/2020,26019,Cananea,0,0
05/04/2020,26019,Cananea,0,0
06/04/2020,26019,Cananea,0,0
07/04/2020,26019,Cananea,0,0
08/04/2020,26019,Cananea,0,0
09/04/2020,26019,Cananea,0,0
10/04/2020,26019,Cananea,0,0
11/04/2020,26019,Cananea,0,0
12/04/2020,26019,Cananea,0,0
13/04/2020,26019,Cananea,0,0
14/04/2020,26019,Cananea,0,0
15/04/2020,26019,Cananea,0,0
16/04/2020,26019,Cananea,0,0
17/04/2020,26019,Cananea,0,0
18/04/2020,26019,Cananea,0,0
19/04/2020,26019,Cananea,0,0
20/04/2020,26019,Cananea,0,0
21/04/2020,26019,Cananea,0,0
22/04/2020,26019,Cananea,0,0
23/04/2020,26019,Cananea,0,0
24/04/2020,26019,Cananea,0,0
25/04/2020,26019,Cananea,0,0
26/04/2020,26019,Cananea,0,0
27/04/2020,26019,Cananea,0,0
28/04/2020,26019,Cananea,0,0
29/04/2020,26019,Cananea,0,0
30/04/2020,26019,Cananea,0,0
01/05/2020,26019,Cananea,0,0
02/05/2020,26019,Cananea,0,0
03/05/2020,26019,Cananea,0,0
04/05/2020,26019,Cananea,0,0
05/05/2020,26019,Cananea,0,0
06/05/2020,26019,Cananea,4,4
07/05/2020,26019,Cananea,4,0
08/05/2020,26019,Cananea,4,0
09/05/2020,26019,Cananea,4,0
10/05/2020,26019,Cananea,8,4
11/05/2020,26019,Cananea,10,2
12/05/2020,26019,Cananea,10,0
13/05/2020,26019,Cananea,12,2
14/05/2020,26019,Cananea,13,1
15/05/2020,26019,Cananea,15,2
16/05/2020,26019,Cananea,15,0
17/05/2020,26019,Cananea,17,2
18/05/2020,26019,Cananea,17,0
19/05/2020,26019,Cananea,17,0
20/05/2020,26019,Cananea,17,0
21/05/2020,26019,Cananea,17,0
22/05/2020,26019,Cananea,17,0
23/05/2020,26019,Cananea,17,0
24/05/2020,26019,Cananea,19,2
25/05/2020,26019,Cananea,19,0
26/05/2020,26019,Cananea,19,0
27/05/2020,26019,Cananea,21,2
28/05/2020,26019,Cananea,21,0
29/05/2020,26019,Cananea,21,0
30/05/2020,26019,Cananea,25,4
31/05/2020,26019,Cananea,25,0
01/06/2020,26019,Cananea,25,0
02/06/2020,26019,Cananea,27,2
03/06/2020,26019,Cananea,27,0
04/06/2020,26019,Cananea,29,2
05/06/2020,26019,Cananea,30,1
06/06/2020,26019,Cananea,30,0
07/06/2020,26019,Cananea,35,5
08/06/2020,26019,Cananea,35,0
09/06/2020,26019,Cananea,35,0
10/06/2020,26019,Cananea,39,4
11/06/2020,26019,Cananea,39,0
12/06/2020,26019,Cananea,41,2
13/06/2020,26019,Cananea,41,0
14/06/2020,26019,Cananea,51,10
15/06/2020,26019,Cananea,51,0
16/06/2020,26019,Cananea,51,0
17/06/2020,26019,Cananea,52,1
18/06/2020,26019,Cananea,57,5
19/06/2020,26019,Cananea,62,5
20/06/2020,26019,Cananea,68,6
21/06/2020,26019,Cananea,76,8
22/06/2020,26019,Cananea,76,0
23/06/2020,26019,Cananea,76,0
24/06/2020,26019,Cananea,84,8
25/06/2020,26019,Cananea,84,0
26/06/2020,26019,Cananea,99,15
27/06/2020,26019,Cananea,99,0
28/06/2020,26019,Cananea,100,1
29/06/2020,26019,Cananea,112,12
30/06/2020,26019,Cananea,112,0
01/07/2020,26019,Cananea,112,0
02/07/2020,26019,Cananea,118,6
03/07/2020,26019,Cananea,120,2
04/07/2020,26019,Cananea,120,0
05/07/2020,26019,Cananea,120,0
06/07/2020,26019,Cananea,131,11
07/07/2020,26019,Cananea,132,1
08/07/2020,26019,Cananea,132,0
09/07/2020,26019,Cananea,147,15
10/07/2020,26019,Cananea,148,1
16/03/2020,26020,Carbó,0,0
17/03/2020,26020,Carbó,0,0
18/03/2020,26020,Carbó,0,0
19/03/2020,26020,Carbó,0,0
20/03/2020,26020,Carbó,0,0
21/03/2020,26020,Carbó,0,0
22/03/2020,26020,Carbó,0,0
23/03/2020,26020,Carbó,0,0
24/03/2020,26020,Carbó,0,0
25/03/2020,26020,Carbó,0,0
26/03/2020,26020,Carbó,0,0
27/03/2020,26020,Carbó,0,0
28/03/2020,26020,Carbó,0,0
29/03/2020,26020,Carbó,0,0
30/03/2020,26020,Carbó,0,0
31/03/2020,26020,Carbó,0,0
01/04/2020,26020,Carbó,0,0
02/04/2020,26020,Carbó,0,0
03/04/2020,26020,Carbó,0,0
04/04/2020,26020,Carbó,0,0
05/04/2020,26020,Carbó,0,0
06/04/2020,26020,Carbó,0,0
07/04/2020,26020,Carbó,0,0
08/04/2020,26020,Carbó,0,0
09/04/2020,26020,Carbó,0,0
10/04/2020,26020,Carbó,0,0
11/04/2020,26020,Carbó,0,0
12/04/2020,26020,Carbó,0,0
13/04/2020,26020,Carbó,0,0
14/04/2020,26020,Carbó,0,0
15/04/2020,26020,Carbó,0,0
16/04/2020,26020,Carbó,0,0
17/04/2020,26020,Carbó,0,0
18/04/2020,26020,Carbó,0,0
19/04/2020,26020,Carbó,0,0
20/04/2020,26020,Carbó,0,0
21/04/2020,26020,Carbó,0,0
22/04/2020,26020,Carbó,0,0
23/04/2020,26020,Carbó,0,0
24/04/2020,26020,Carbó,0,0
25/04/2020,26020,Carbó,0,0
26/04/2020,26020,Carbó,0,0
27/04/2020,26020,Carbó,0,0
28/04/2020,26020,Carbó,0,0
29/04/2020,26020,Carbó,0,0
30/04/2020,26020,Carbó,0,0
01/05/2020,26020,Carbó,0,0
02/05/2020,26020,Carbó,0,0
03/05/2020,26020,Carbó,0,0
04/05/2020,26020,Carbó,0,0
05/05/2020,26020,Carbó,0,0
06/05/2020,26020,Carbó,0,0
07/05/2020,26020,Carbó,0,0
08/05/2020,26020,Carbó,0,0
09/05/2020,26020,Carbó,0,0
10/05/2020,26020,Carbó,0,0
11/05/2020,26020,Carbó,0,0
12/05/2020,26020,Carbó,0,0
13/05/2020,26020,Carbó,0,0
14/05/2020,26020,Carbó,0,0
15/05/2020,26020,Carbó,0,0
16/05/2020,26020,Carbó,0,0
17/05/2020,26020,Carbó,0,0
18/05/2020,26020,Carbó,0,0
19/05/2020,26020,Carbó,0,0
20/05/2020,26020,Carbó,0,0
21/05/2020,26020,Carbó,0,0
22/05/2020,26020,Carbó,0,0
23/05/2020,26020,Carbó,0,0
24/05/2020,26020,Carbó,0,0
25/05/2020,26020,Carbó,0,0
26/05/2020,26020,Carbó,0,0
27/05/2020,26020,Carbó,0,0
28/05/2020,26020,Carbó,1,1
29/05/2020,26020,Carbó,1,0
30/05/2020,26020,Carbó,1,0
31/05/2020,26020,Carbó,1,0
01/06/2020,26020,Carbó,1,0
02/06/2020,26020,Carbó,1,0
03/06/2020,26020,Carbó,1,0
04/06/2020,26020,Carbó,1,0
05/06/2020,26020,Carbó,1,0
06/06/2020,26020,Carbó,1,0
07/06/2020,26020,Carbó,1,0
08/06/2020,26020,Carbó,1,0
09/06/2020,26020,Carbó,1,0
10/06/2020,26020,Carbó,1,0
11/06/2020,26020,Carbó,1,0
12/06/2020,26020,Carbó,1,0
13/06/2020,26020,Carbó,1,0
14/06/2020,26020,Carbó,1,0
15/06/2020,26020,Carbó,1,0
16/06/2020,26020,Carbó,1,0
17/06/2020,26020,Carbó,1,0
18/06/2020,26020,Carbó,1,0
19/06/2020,26020,Carbó,1,0
20/06/2020,26020,Carbó,1,0
21/06/2020,26020,Carbó,1,0
22/06/2020,26020,Carbó,1,0
23/06/2020,26020,Carbó,1,0
24/06/2020,26020,Carbó,1,0
25/06/2020,26020,Carbó,1,0
26/06/2020,26020,Carbó,1,0
27/06/2020,26020,Carbó,1,0
28/06/2020,26020,Carbó,1,0
29/06/2020,26020,Carbó,1,0
30/06/2020,26020,Carbó,1,0
01/07/2020,26020,Carbó,1,0
02/07/2020,26020,Carbó,1,0
03/07/2020,26020,Carbó,1,0
04/07/2020,26020,Carbó,1,0
05/07/2020,26020,Carbó,1,0
06/07/2020,26020,Carbó,1,0
07/07/2020,26020,Carbó,1,0
08/07/2020,26020,Carbó,1,0
09/07/2020,26020,Carbó,1,0
10/07/2020,26020,Carbó,1,0
16/03/2020,26022,Cucurpe,0,0
17/03/2020,26022,Cucurpe,0,0
18/03/2020,26022,Cucurpe,0,0
19/03/2020,26022,Cucurpe,0,0
20/03/2020,26022,Cucurpe,0,0
21/03/2020,26022,Cucurpe,0,0
22/03/2020,26022,Cucurpe,0,0
23/03/2020,26022,Cucurpe,0,0
24/03/2020,26022,Cucurpe,0,0
25/03/2020,26022,Cucurpe,0,0
26/03/2020,26022,Cucurpe,0,0
27/03/2020,26022,Cucurpe,0,0
28/03/2020,26022,Cucurpe,0,0
29/03/2020,26022,Cucurpe,0,0
30/03/2020,26022,Cucurpe,0,0
31/03/2020,26022,Cucurpe,0,0
01/04/2020,26022,Cucurpe,0,0
02/04/2020,26022,Cucurpe,0,0
03/04/2020,26022,Cucurpe,0,0
04/04/2020,26022,Cucurpe,0,0
05/04/2020,26022,Cucurpe,0,0
06/04/2020,26022,Cucurpe,0,0
07/04/2020,26022,Cucurpe,0,0
08/04/2020,26022,Cucurpe,0,0
09/04/2020,26022,Cucurpe,0,0
10/04/2020,26022,Cucurpe,0,0
11/04/2020,26022,Cucurpe,0,0
12/04/2020,26022,Cucurpe,0,0
13/04/2020,26022,Cucurpe,0,0
14/04/2020,26022,Cucurpe,0,0
15/04/2020,26022,Cucurpe,0,0
16/04/2020,26022,Cucurpe,0,0
17/04/2020,26022,Cucurpe,0,0
18/04/2020,26022,Cucurpe,0,0
19/04/2020,26022,Cucurpe,0,0
20/04/2020,26022,Cucurpe,0,0
21/04/2020,26022,Cucurpe,0,0
22/04/2020,26022,Cucurpe,0,0
23/04/2020,26022,Cucurpe,0,0
24/04/2020,26022,Cucurpe,0,0
25/04/2020,26022,Cucurpe,0,0
26/04/2020,26022,Cucurpe,0,0
27/04/2020,26022,Cucurpe,0,0
28/04/2020,26022,Cucurpe,0,0
29/04/2020,26022,Cucurpe,0,0
30/04/2020,26022,Cucurpe,0,0
01/05/2020,26022,Cucurpe,0,0
02/05/2020,26022,Cucurpe,0,0
03/05/2020,26022,Cucurpe,0,0
04/05/2020,26022,Cucurpe,0,0
05/05/2020,26022,Cucurpe,0,0
06/05/2020,26022,Cucurpe,0,0
07/05/2020,26022,Cucurpe,0,0
08/05/2020,26022,Cucurpe,0,0
09/05/2020,26022,Cucurpe,0,0
10/05/2020,26022,Cucurpe,0,0
11/05/2020,26022,Cucurpe,0,0
12/05/2020,26022,Cucurpe,0,0
13/05/2020,26022,Cucurpe,0,0
14/05/2020,26022,Cucurpe,0,0
15/05/2020,26022,Cucurpe,0,0
16/05/2020,26022,Cucurpe,0,0
17/05/2020,26022,Cucurpe,0,0
18/05/2020,26022,Cucurpe,0,0
19/05/2020,26022,Cucurpe,0,0
20/05/2020,26022,Cucurpe,0,0
21/05/2020,26022,Cucurpe,0,0
22/05/2020,26022,Cucurpe,0,0
23/05/2020,26022,Cucurpe,0,0
24/05/2020,26022,Cucurpe,0,0
25/05/2020,26022,Cucurpe,0,0
26/05/2020,26022,Cucurpe,0,0
27/05/2020,26022,Cucurpe,0,0
28/05/2020,26022,Cucurpe,0,0
29/05/2020,26022,Cucurpe,0,0
30/05/2020,26022,Cucurpe,0,0
31/05/2020,26022,Cucurpe,0,0
01/06/2020,26022,Cucurpe,0,0
02/06/2020,26022,Cucurpe,0,0
03/06/2020,26022,Cucurpe,0,0
04/06/2020,26022,Cucurpe,0,0
05/06/2020,26022,Cucurpe,0,0
06/06/2020,26022,Cucurpe,0,0
07/06/2020,26022,Cucurpe,0,0
08/06/2020,26022,Cucurpe,0,0
09/06/2020,26022,Cucurpe,0,0
10/06/2020,26022,Cucurpe,0,0
11/06/2020,26022,Cucurpe,0,0
12/06/2020,26022,Cucurpe,0,0
13/06/2020,26022,Cucurpe,0,0
14/06/2020,26022,Cucurpe,1,1
15/06/2020,26022,Cucurpe,1,0
16/06/2020,26022,Cucurpe,1,0
17/06/2020,26022,Cucurpe,1,0
18/06/2020,26022,Cucurpe,1,0
19/06/2020,26022,Cucurpe,1,0
20/06/2020,26022,Cucurpe,1,0
21/06/2020,26022,Cucurpe,1,0
22/06/2020,26022,Cucurpe,1,0
23/06/2020,26022,Cucurpe,1,0
24/06/2020,26022,Cucurpe,1,0
25/06/2020,26022,Cucurpe,1,0
26/06/2020,26022,Cucurpe,1,0
27/06/2020,26022,Cucurpe,1,0
28/06/2020,26022,Cucurpe,1,0
29/06/2020,26022,Cucurpe,1,0
30/06/2020,26022,Cucurpe,1,0
01/07/2020,26022,Cucurpe,1,0
02/07/2020,26022,Cucurpe,1,0
03/07/2020,26022,Cucurpe,1,0
04/07/2020,26022,Cucurpe,1,0
05/07/2020,26022,Cucurpe,1,0
06/07/2020,26022,Cucurpe,1,0
07/07/2020,26022,Cucurpe,1,0
08/07/2020,26022,Cucurpe,1,0
09/07/2020,26022,Cucurpe,2,1
10/07/2020,26022,Cucurpe,2,0
16/03/2020,26023,Cumpas,0,0
17/03/2020,26023,Cumpas,0,0
18/03/2020,26023,Cumpas,0,0
19/03/2020,26023,Cumpas,0,0
20/03/2020,26023,Cumpas,0,0
21/03/2020,26023,Cumpas,0,0
22/03/2020,26023,Cumpas,0,0
23/03/2020,26023,Cumpas,0,0
24/03/2020,26023,Cumpas,0,0
25/03/2020,26023,Cumpas,0,0
26/03/2020,26023,Cumpas,0,0
27/03/2020,26023,Cumpas,0,0
28/03/2020,26023,Cumpas,0,0
29/03/2020,26023,Cumpas,0,0
30/03/2020,26023,Cumpas,0,0
31/03/2020,26023,Cumpas,0,0
01/04/2020,26023,Cumpas,0,0
02/04/2020,26023,Cumpas,0,0
03/04/2020,26023,Cumpas,0,0
04/04/2020,26023,Cumpas,0,0
05/04/2020,26023,Cumpas,0,0
06/04/2020,26023,Cumpas,0,0
07/04/2020,26023,Cumpas,0,0
08/04/2020,26023,Cumpas,0,0
09/04/2020,26023,Cumpas,0,0
10/04/2020,26023,Cumpas,0,0
11/04/2020,26023,Cumpas,0,0
12/04/2020,26023,Cumpas,0,0
13/04/2020,26023,Cumpas,0,0
14/04/2020,26023,Cumpas,0,0
15/04/2020,26023,Cumpas,0,0
16/04/2020,26023,Cumpas,0,0
17/04/2020,26023,Cumpas,0,0
18/04/2020,26023,Cumpas,0,0
19/04/2020,26023,Cumpas,0,0
20/04/2020,26023,Cumpas,0,0
21/04/2020,26023,Cumpas,0,0
22/04/2020,26023,Cumpas,0,0
23/04/2020,26023,Cumpas,0,0
24/04/2020,26023,Cumpas,0,0
25/04/2020,26023,Cumpas,0,0
26/04/2020,26023,Cumpas,0,0
27/04/2020,26023,Cumpas,0,0
28/04/2020,26023,Cumpas,0,0
29/04/2020,26023,Cumpas,0,0
30/04/2020,26023,Cumpas,0,0
01/05/2020,26023,Cumpas,0,0
02/05/2020,26023,Cumpas,0,0
03/05/2020,26023,Cumpas,0,0
04/05/2020,26023,Cumpas,0,0
05/05/2020,26023,Cumpas,0,0
06/05/2020,26023,Cumpas,0,0
07/05/2020,26023,Cumpas,1,1
08/05/2020,26023,Cumpas,1,0
09/05/2020,26023,Cumpas,1,0
10/05/2020,26023,Cumpas,1,0
11/05/2020,26023,Cumpas,1,0
12/05/2020,26023,Cumpas,1,0
13/05/2020,26023,Cumpas,1,0
14/05/2020,26023,Cumpas,1,0
15/05/2020,26023,Cumpas,1,0
16/05/2020,26023,Cumpas,1,0
17/05/2020,26023,Cumpas,1,0
18/05/2020,26023,Cumpas,1,0
19/05/2020,26023,Cumpas,1,0
20/05/2020,26023,Cumpas,1,0
21/05/2020,26023,Cumpas,1,0
22/05/2020,26023,Cumpas,1,0
23/05/2020,26023,Cumpas,1,0
24/05/2020,26023,Cumpas,1,0
25/05/2020,26023,Cumpas,1,0
26/05/2020,26023,Cumpas,1,0
27/05/2020,26023,Cumpas,1,0
28/05/2020,26023,Cumpas,1,0
29/05/2020,26023,Cumpas,1,0
30/05/2020,26023,Cumpas,1,0
31/05/2020,26023,Cumpas,1,0
01/06/2020,26023,Cumpas,1,0
02/06/2020,26023,Cumpas,1,0
03/06/2020,26023,Cumpas,1,0
04/06/2020,26023,Cumpas,1,0
05/06/2020,26023,Cumpas,1,0
06/06/2020,26023,Cumpas,1,0
07/06/2020,26023,Cumpas,1,0
08/06/2020,26023,Cumpas,2,1
09/06/2020,26023,Cumpas,3,1
10/06/2020,26023,Cumpas,3,0
11/06/2020,26023,Cumpas,3,0
12/06/2020,26023,Cumpas,3,0
13/06/2020,26023,Cumpas,3,0
14/06/2020,26023,Cumpas,3,0
15/06/2020,26023,Cumpas,3,0
16/06/2020,26023,Cumpas,3,0
17/06/2020,26023,Cumpas,4,1
18/06/2020,26023,Cumpas,4,0
19/06/2020,26023,Cumpas,4,0
20/06/2020,26023,Cumpas,4,0
21/06/2020,26023,Cumpas,5,1
22/06/2020,26023,Cumpas,5,0
23/06/2020,26023,Cumpas,5,0
24/06/2020,26023,Cumpas,5,0
25/06/2020,26023,Cumpas,6,1
26/06/2020,26023,Cumpas,6,0
27/06/2020,26023,Cumpas,6,0
28/06/2020,26023,Cumpas,6,0
29/06/2020,26023,Cumpas,7,1
30/06/2020,26023,Cumpas,7,0
01/07/2020,26023,Cumpas,7,0
02/07/2020,26023,Cumpas,7,0
03/07/2020,26023,Cumpas,7,0
04/07/2020,26023,Cumpas,7,0
05/07/2020,26023,Cumpas,7,0
06/07/2020,26023,Cumpas,7,0
07/07/2020,26023,Cumpas,7,0
08/07/2020,26023,Cumpas,7,0
09/07/2020,26023,Cumpas,7,0
10/07/2020,26023,Cumpas,7,0
16/03/2020,26024,Divisaderos,0,0
17/03/2020,26024,Divisaderos,0,0
18/03/2020,26024,Divisaderos,0,0
19/03/2020,26024,Divisaderos,0,0
20/03/2020,26024,Divisaderos,0,0
21/03/2020,26024,Divisaderos,0,0
22/03/2020,26024,Divisaderos,0,0
23/03/2020,26024,Divisaderos,0,0
24/03/2020,26024,Divisaderos,0,0
25/03/2020,26024,Divisaderos,0,0
26/03/2020,26024,Divisaderos,0,0
27/03/2020,26024,Divisaderos,0,0
28/03/2020,26024,Divisaderos,0,0
29/03/2020,26024,Divisaderos,0,0
30/03/2020,26024,Divisaderos,0,0
31/03/2020,26024,Divisaderos,0,0
01/04/2020,26024,Divisaderos,0,0
02/04/2020,26024,Divisaderos,0,0
03/04/2020,26024,Divisaderos,0,0
04/04/2020,26024,Divisaderos,0,0
05/04/2020,26024,Divisaderos,0,0
06/04/2020,26024,Divisaderos,0,0
07/04/2020,26024,Divisaderos,0,0
08/04/2020,26024,Divisaderos,0,0
09/04/2020,26024,Divisaderos,0,0
10/04/2020,26024,Divisaderos,0,0
11/04/2020,26024,Divisaderos,0,0
12/04/2020,26024,Divisaderos,0,0
13/04/2020,26024,Divisaderos,0,0
14/04/2020,26024,Divisaderos,0,0
15/04/2020,26024,Divisaderos,0,0
16/04/2020,26024,Divisaderos,0,0
17/04/2020,26024,Divisaderos,0,0
18/04/2020,26024,Divisaderos,0,0
19/04/2020,26024,Divisaderos,0,0
20/04/2020,26024,Divisaderos,0,0
21/04/2020,26024,Divisaderos,0,0
22/04/2020,26024,Divisaderos,0,0
23/04/2020,26024,Divisaderos,0,0
24/04/2020,26024,Divisaderos,0,0
25/04/2020,26024,Divisaderos,0,0
26/04/2020,26024,Divisaderos,0,0
27/04/2020,26024,Divisaderos,0,0
28/04/2020,26024,Divisaderos,0,0
29/04/2020,26024,Divisaderos,0,0
30/04/2020,26024,Divisaderos,0,0
01/05/2020,26024,Divisaderos,0,0
02/05/2020,26024,Divisaderos,0,0
03/05/2020,26024,Divisaderos,0,0
04/05/2020,26024,Divisaderos,0,0
05/05/2020,26024,Divisaderos,0,0
06/05/2020,26024,Divisaderos,0,0
07/05/2020,26024,Divisaderos,0,0
08/05/2020,26024,Divisaderos,0,0
09/05/2020,26024,Divisaderos,0,0
10/05/2020,26024,Divisaderos,0,0
11/05/2020,26024,Divisaderos,0,0
12/05/2020,26024,Divisaderos,0,0
13/05/2020,26024,Divisaderos,0,0
14/05/2020,26024,Divisaderos,0,0
15/05/2020,26024,Divisaderos,0,0
16/05/2020,26024,Divisaderos,0,0
17/05/2020,26024,Divisaderos,0,0
18/05/2020,26024,Divisaderos,0,0
19/05/2020,26024,Divisaderos,0,0
20/05/2020,26024,Divisaderos,0,0
21/05/2020,26024,Divisaderos,0,0
22/05/2020,26024,Divisaderos,0,0
23/05/2020,26024,Divisaderos,0,0
24/05/2020,26024,Divisaderos,0,0
25/05/2020,26024,Divisaderos,0,0
26/05/2020,26024,Divisaderos,0,0
27/05/2020,26024,Divisaderos,0,0
28/05/2020,26024,Divisaderos,0,0
29/05/2020,26024,Divisaderos,0,0
30/05/2020,26024,Divisaderos,0,0
31/05/2020,26024,Divisaderos,0,0
01/06/2020,26024,Divisaderos,0,0
02/06/2020,26024,Divisaderos,0,0
03/06/2020,26024,Divisaderos,0,0
04/06/2020,26024,Divisaderos,0,0
05/06/2020,26024,Divisaderos,0,0
06/06/2020,26024,Divisaderos,0,0
07/06/2020,26024,Divisaderos,0,0
08/06/2020,26024,Divisaderos,0,0
09/06/2020,26024,Divisaderos,0,0
10/06/2020,26024,Divisaderos,0,0
11/06/2020,26024,Divisaderos,0,0
12/06/2020,26024,Divisaderos,0,0
13/06/2020,26024,Divisaderos,0,0
14/06/2020,26024,Divisaderos,0,0
15/06/2020,26024,Divisaderos,0,0
16/06/2020,26024,Divisaderos,0,0
17/06/2020,26024,Divisaderos,0,0
18/06/2020,26024,Divisaderos,0,0
19/06/2020,26024,Divisaderos,0,0
20/06/2020,26024,Divisaderos,0,0
21/06/2020,26024,Divisaderos,0,0
22/06/2020,26024,Divisaderos,0,0
23/06/2020,26024,Divisaderos,0,0
24/06/2020,26024,Divisaderos,0,0
25/06/2020,26024,Divisaderos,2,2
26/06/2020,26024,Divisaderos,2,0
27/06/2020,26024,Divisaderos,2,0
28/06/2020,26024,Divisaderos,2,0
29/06/2020,26024,Divisaderos,2,0
30/06/2020,26024,Divisaderos,2,0
01/07/2020,26024,Divisaderos,2,0
02/07/2020,26024,Divisaderos,2,0
03/07/2020,26024,Divisaderos,2,0
04/07/2020,26024,Divisaderos,2,0
05/07/2020,26024,Divisaderos,2,0
