Fecha,Pruebas,Confirmados,Descartados,,C_M,C_H,Decesos,D_M,D_H,Pacientes_Curados,Ambulatorios,Hospitalizados,Estables,Graves,Criticos,Ambulatorios.Activos,Ambulatorios.Seguimiento.Terminado,Recuperados,C_IMSS,C_SSA,C_ISSSTESON,C_ISSSTE,C_SEDENA,C_SEMAR,D_IMSS,D_SSA,D_ISSSTESON,D_ISSSTE,D_SEDENA,D_SEMAR
24/09/2020,51281,32496,18785,,17415,15063,2868,1229,1639,16307,13169,152,54,85,13,823,12346,28653,6591,22556,2474,651,212,12,1720,874,208,60,3,3
25/09/2020,51612,32712,18900,,17533,15161,2875,1232,1643,16573,13116,148,52,83,13,983,12133,28706,6627,22727,2481,653,212,12,1725,876,208,60,3,3
26/09/2020,51956,32956,19000,,17684,15254,2880,1232,1648,16573,13360,143,50,80,13,1202,12158,28731,6657,22928,2493,654,212,12,1730,876,208,60,3,3
27/09/2020,52422,33097,19325,,17759,15338,2883,1233,1650,16876,13195,143,50,80,13,959,12236,29112,6672,23050,2497,654,212,12,1731,877,208,61,3,3
28/09/2020,52797,33167,19630,,17801,15348,2887,1235,1652,17459,12662,159,55,88,16,645,12017,29476,6674,23116,2499,654,212,12,1733,879,208,61,3,3
29/09/2020,53066,33288,19778,,17879,15391,2897,1237,1660,17469,12765,157,55,86,16,689,12076,29545,6690,23212,2508,654,212,12,1739,883,208,61,3,3
30/09/2020,53416,33416,20000,,17953,15445,2900,1237,1663,17771,12589,156,55,85,16,655,11934,29705,6706,23322,2509,655,212,12,1741,884,208,61,3,3
01/10/2020,53755,33543,20212,,18019,15506,2903,1238,1665,18060,12428,152,54,83,15,635,11793,29853,6720,23528,2515,656,212,12,1742,886,208,61,3,3
02/10/2020,54071,33701,20370,,18113,15570,2911,1244,1667,18371,12252,167,60,88,19,699,11553,29924,6732,23562,2524,659,212,12,1749,887,208,61,3,3
03/10/2020,54374,33875,20499,,18208,15649,2918,1248,1670,18683,12110,164,58,87,19,829,11281,29964,6742,23717,2529,663,212,12,1753,890,208,61,3,3
04/10/2020,54700,33968,20732,,18254,15714,2922,1250,1672,18683,12201,162,57,86,19,898,11303,29986,6761,23785,2535,663,212,12,1757,890,208,61,3,3
05/10/2020,55114,34065,21049,,18307,15740,2928,1253,1675,19338,11644,155,55,82,18,689,10955,30293,6769,23868,2539,665,212,12,1760,892,208,62,3,3
06/10/2020,55287,34137,21150,,18345,15774,2941,1261,1680,19338,11691,167,60,87,20,732,10959,30297,6801,23908,2539,665,212,12,1771,892,210,62,3,3
07/10/2020,55656,34251,21405,,18403,15830,2954,1267,1687,19570,11564,163,58,85,20,833,10731,30301,6813,24003,2545,665,213,12,1775,896,214,62,4,3
08/10/2020,55842,34336,21506,,18451,15867,2964,1271,1693,19826,11386,160,58,83,19,906,10480,30306,6815,24075,2552,669,213,12,1777,904,214,62,4,3
09/10/2020,56107,34457,21650,,18515,15924,2970,1273,1697,20129,11196,162,60,82,20,984,10212,30341,6825,24177,2560,670,213,12,1781,906,214,62,4,3
10/10/2020,56473,34673,21800,,18640,16015,2977,1276,1701,20483,11057,156,60,80,16,661,10396,30879,6828,24371,2578,671,213,12,1786,908,214,62,4,3
11/10/2020,56869,34869,22000,,18735,16134,2987,1278,1709,20483,11247,152,60,76,16,780,10467,30950,6862,24522,2588,672,213,12,1791,909,217,63,4,3
12/10/2020,57314,34963,22351,,18795,16168,2994,1281,1713,20483,11349,137,50,69,18,864,10485,30968,6883,24592,2590,673,213,12,1794,910,217,66,4,3
13/10/2020,57491,35031,22460,,18835,16196,3003,1285,1718,20830,11060,138,51,69,18,924,10136,30966,6907,24634,2592,673,213,12,1798,913,219,66,4,3
14/10/2020,57751,35151,22600,,18903,16248,3010,1286,1724,21196,10792,153,58,73,22,988,9804,31000,6926,24724,2603,673,213,12,1802,916,219,66,4,3
15/10/2020,58033,35255,22778,,18958,16297,3015,1287,1728,21196,10889,155,51,80,24,1051,9838,31034,6943,24803,2607,677,213,12,1806,917,219,66,4,3
16/10/2020,58296,35376,22920,,19032,16344,3024,1288,1736,21444,10750,158,53,81,24,1156,9594,31038,6952,24912,2610,677,213,12,1809,920,222,66,4,3
17/10/2020,58761,35661,23100,,19199,16462,3032,1292,1740,21640,10825,164,53,87,24,747,10078,31718,6956,25189,2614,677,213,12,1813,924,222,66,4,3
18/10/2020,59201,35790,23411,,19264,16526,3039,1292,1747,21637,10953,161,52,85,24,811,10142,31779,6996,25276,2615,678,213,12,1818,926,222,66,4,3
19/10/2020,59691,35929,23762,,19339,16590,3047,1295,1752,21859,10866,157,52,82,23,929,9937,31796,7017,25381,2627,679,213,12,1823,929,222,66,4,3
20/10/2020,59978,36058,23920,,19404,16654,3062,1304,1758,22101,10729,166,56,86,24,1285,9444,31545,7054,25469,2631,679,213,12,1830,933,223,69,4,3
21/10/2020,60328,36223,24105,,19493,16730,3071,1309,1762,22101,10881,170,59,87,24,1287,9594,31695,7077,25581,2661,679,213,12,1836,935,223,70,4,3
22/10/2020,60755,36345,24410,,19566,16779,3079,1312,1767,22489,10607,170,57,88,25,1270,9337,31826,7090,25672,2678,679,214,12,1841,938,223,70,4,3
23/10/2020,61217,36472,24745,,19641,16831,3085,1315,1770,22489,10726,172,58,89,25,1268,9458,31947,7100,25773,2692,681,214,12,1844,940,224,70,4,3
24/10/2020,61750,36689,25061,,19749,16940,3094,1318,1776,22699,10733,163,53,85,25,1305,9428,32127,7150,25922,2706,685,214,12,1851,942,224,70,4,3
25/10/2020,62208,36823,25385,,19810,17013,3097,1319,1778,22699,10865,162,52,85,25,1330,9535,32234,7161,26028,2722,686,214,12,1854,942,224,70,4,3
26/10/2020,62676,36986,25690,,19901,17085,3100,1320,1780,22699,11015,172,53,91,28,1386,9629,32328,7198,26142,2731,689,214,12,1856,943,224,70,4,3
27/10/2020,63087,37093,25994,,19965,17128,3114,1324,1780,23062,10741,176,60,89,27,1234,9507,32569,7203,26237,2738,689,214,12,1859,954,224,70,4,3
28/10/2020,63476,37160,26316,,20008,17152,3118,1326,1792,23062,10809,171,56,89,26,1302,9507,32569,7226,26278,2741,689,214,12,1862,955,224,70,4,3
29/10/2020,63862,37230,26632,,20052,17178,3124,1327,1797,23225,9365,167,54,87,26,1349,9365,32590,7230,26330,2745,698,215,12,1866,957,224,70,4,3
30/10/2020,64376,37431,26945,,20168,17263,3132,1329,1803,23225,9390,173,55,90,28,1511,9390,32615,7265,26496,2745,698,215,12,1870,961,224,70,4,3
31/10/2020,64883,37626,27257,,20274,17350,3139,1331,1808,23225,11088,174,55,91,28,1283,9805,33030,7295,26629,2769,705,216,12,1876,962,224,70,4,3
01/11/2020,65503,37832,27671,,20392,17440,3148,1335,1813,23225,11295,164,46,90,28,1454,9841,33066,7309,26809,2778,708,216,12,1885,962,224,70,4,3
02/11/2020,65921,37930,27991,,20450,17480,3152,1338,1814,23225,11389,164,46,90,28,1546,9843,33068,7321,26891,2781,708,217,12,1887,964,224,70,4,3
03/11/2020,66373,38011,28362,,20500,17511,3163,1341,1822,23225,11442,181,55,98,28,1601,9841,33066,7334,26953,2787,708,217,12,1898,964,224,70,4,3
04/11/2020,66785,38106,28679,,20556,17550,3169,1343,1826,23678,11079,180,57,96,27,1166,9913,33591,7364,27016,2789,708,217,12,1902,965,225,70,4,3
05/11/2020,67190,38200,28990,,20609,17591,3179,1351,1828,23678,11146,197,66,101,30,1195,9951,33629,7389,27066,2806,710,217,12,1912,965,225,70,4,3
06/11/2020,67675,38333,29342,,20678,17655,3182,1351,1831,23678,11274,199,65,107,27,1296,9978,33656,7443,27139,2809,713,217,12,1914,966,225,70,4,3
07/11/2020,68186,38513,29673,,20777,17736,3188,1354,1834,23678,11430,217,75,114,28,1451,9979,33657,7465,27296,2809,714,217,12,1918,968,225,70,4,3
08/11/2020,68475,38674,29801,,20872,17802,3189,1355,1834,23678,11581,226,79,119,28,1581,10000,33678,7477,27419,2835,714,217,12,1919,968,225,70,4,3
09/11/2020,68758,38835,29923,,20958,17877,3193,1356,1837,23678,11744,220,79,116,25,1745,9999,33677,7493,27548,2846,719,217,12,1920,971,225,70,4,3
10/11/2020,69286,38944,30342,,21023,17921,3207,1361,1846,24370,11156,211,76,112,23,1885,9271,33641,7534,27608,2854,719,217,12,1931,972,227,70,4,3
11/11/2020,69835,39122,30713,,21115,18007,3213,1363,1850,24370,11321,218,75,118,25,1958,9363,33733,7568,27742,2864,719,217,12,1932,975,229,70,4,3
12/11/2020,70357,39359,30998,,21256,18103,3222,1367,1855,24370,11543,224,77,120,27,1266,10227,34597,7615,27908,2888,719,217,12,1939,975,231,70,4,3
13/11/2020,70887,39522,31365,,21351,18171,3232,1370,1862,24399,11659,232,79,125,28,1348,10311,34710,7627,28049,2890,725,217,14,1943,981,231,70,4,3
14/11/2020,71176,39664,31512,,21430,18234,3242,1375,1867,24399,11763,260,91,138,31,1430,10333,34732,7633,28169,2902,729,217,14,1950,984,231,70,4,3
15/11/2020,71647,39812,31835,,21509,18303,3252,1379,1873,24399,11891,266,91,140,35,1525,10366,34765,7642,28287,2920,732,217,14,1959,985,231,70,4,3
16/11/2020,72150,39973,32177,,21599,18374,3254,1380,1874,24399,12038,282,101,146,35,1671,10367,34766,7649,28426,2931,736,217,14,1960,986,231,70,4,3
17/11/2020,72487,40106,32381,,21673,18433,3257,1380,1877,24399,12167,283,100,147,36,1800,10367,34766,7652,28546,2940,737,217,14,1963,986,231,70,4,3
18/11/2020,72900,40192,32708,,21725,18467,3260,1381,1879,24399,12232,301,109,152,40,1815,10417,34816,7669,28611,2944,737,217,14,1963,989,231,70,4,3
19/11/2020,73407,40378,33029,,21831,18547,3273,1386,1887,28344,8448,313,112,156,45,1148,7300,35644,7698,28767,2944,738,217,14,1975,990,231,70,4,3
20/11/2020,73755,40534,33221,,21909,18625,3292,1395,1897,28344,8564,334,125,160,49,1200,7364,35708,7737,28868,2960,738,217,14,1992,992,231,70,4,3
21/11/2020,74201,40666,33535,,21964,18702,3301,1400,1901,28344,8684,337,124,163,50,1324,7360,35704,7752,28978,2967,738,217,14,1998,993,231,72,4,3
22/11/2020,74680,40827,33853,,22060,18767,3304,1401,1903,28344,8849,330,121,160,49,1487,7362,35706,7761,29092,2992,751,217,14,1998,996,231,72,4,3
23/11/2020,75220,41058,34162,,22188,18870,3315,1408,1907,28344,9069,330,119,161,50,1695,7374,35718,7856,29226,2994,751,217,14,2007,998,231,72,4,3
24/11/2020,75640,41255,34385,,22284,18971,3326,1413,1913,28344,9226,359,127,170,62,1842,7384,35728,7962,29295,3010,757,217,14,2015,1001,231,72,4,3
25/11/2020,76136,41444,34692,,22383,19061,3337,1420,1917,28344,9415,348,124,164,60,1972,7443,35787,8029,29413,3014,757,217,14,2025,1002,231,72,4,3
26/11/2020,76646,41648,34998,,22497,19151,3347,1425,1922,28344,9612,345,127,160,58,2109,7503,35847,8087,29558,3014,758,217,14,2033,1004,231,72,4,3
27/11/2020,77108,41786,35322,,22566,19220,3353,1428,1925,28344,9731,358,132,165,61,2163,7568,35912,8108,29668,3020,759,217,14,2036,1007,231,72,4,3
28/11/2020,77751,42081,35670,,22720,19361,3375,1436,1939,28344,9997,365,137,165,63,1184,8813,37157,8144,29889,3049,768,217,14,2057,1008,231,72,4,3
29/11/2020,78313,42332,35981,,22873,19459,3389,1442,1947,28344,10235,364,140,164,60,1408,8827,37171,8236,30048,3049,768,217,14,2066,1011,233,72,4,3
30/11/2020,78932,42628,36304,,23036,19592,3403,1445,1958,28344,10515,366,139,166,61,1667,8848,37192,8287,30259,3081,770,217,14,2077,1014,233,72,4,3
01/12/2020,79731,42969,36762,,23225,19744,3421,1451,1970,28344,10816,388,147,178,63,1966,8850,37194,8338,30491,3134,775,217,14,2086,1020,235,73,4,3
02/12/2020,80569,43399,37170,,23479,19920,3433,1459,1974,28344,11218,404,155,181,68,2361,8857,37201,8355,30836,3187,790,217,14,2093,1024,235,73,4,3
03/12/2020,81323,43838,37485,,23713,20125,3441,1461,1980,28344,11649,404,155,181,68,2203,9446,37790,8413,31148,3246,800,217,14,2100,1025,235,73,4,4
04/12/2020,81834,44041,37793,,23824,20217,3460,1470,1990,28344,11831,406,155,183,68,2929,8902,37246,8486,31274,3250,800,217,14,2115,1025,239,73,4,4
05/12/2020,82399,44301,38098,,23957,20344,3473,1473,2000,28344,12060,424,158,193,73,1632,10428,38772,8523,31454,3284,809,217,14,2125,1026,241,73,4,4
06/12/2020,82826,44611,38215,,24118,20493,3476,1473,2003,28344,12376,415,154,190,71,2120,10256,38600,8560,31687,3319,814,217,14,2126,1028,241,73,4,4
07/12/2020,83386,44860,38526,,24258,20602,3484,1475,2009,28344,12617,415,154,190,71,2356,10261,38605,8586,31877,3348,818,217,14,2134,1028,241,73,4,4
08/12/2020,83888,45050,38838,,24364,20687,3486,1477,2009,28344,12796,424,169,187,68,2531,10265,38609,8631,31998,3369,821,217,14,2135,1029,241,73,4,4
09/12/2020,84470,45311,39159,,24508,20803,3498,1483,2015,28344,13045,424,169,181,74,2730,10315,38659,8655,32183,3420,821,218,14,2145,1031,241,73,4,4
10/12/2020,84913,45540,39373,,24619,20921,3532,1498,2034,28344,13210,454,198,180,76,2892,10318,38662,8781,32279,3424,824,218,14,2172,1032,243,77,4,4
11/12/2020,85489,45788,39701,,24740,21048,3551,1506,2045,28344,13459,432,190,174,70,2911,10548,38892,8799,32494,3437,826,218,14,2187,1032,247,77,4,4
12/12/2020,86048,46016,40032,,24882,21134,3595,1528,2067,30160,11638,439,171,194,74,1095,10543,40703,8863,32657,3438,826,218,14,2225,1032,253,77,4,4
13/12/2020,86549,46250,40299,,24945,21305,3603,1532,2071,28344,13869,434,170,192,72,1551,12318,40662,8914,32821,3454,829,218,14,2231,1032,254,78,4,4
14/12/2020,87050,46425,40625,,25048,21377,3622,1539,2083,28344,14023,436,174,190,72,1764,12259,40603,8936,32947,3474,836,218,14,2247,1034,255,78,4,4
15/12/2020,87637,46729,40908,,25221,21508,3644,1546,2098,28344,14299,442,173,193,76,1991,12308,40652,8996,33149,3513,839,218,14,2267,1036,255,78,4,4
16/12/2020,88241,47024,41217,,25390,21634,3655,1547,2108,28344,14581,444,175,193,76,2273,12308,40652,9021,33393,3535,843,218,14,2278,1036,255,78,4,4
17/12/2020,88820,47278,41542,,25539,21739,3678,1564,2114,28344,14784,472,183,200,89,2496,12288,40632,9079,33580,3542,844,219,14,2295,1039,258,78,4,4
18/12/2020,89393,47531,41862,,25696,21835,3701,1575,2126,35995,7360,475,184,202,89,2711,4649,40644,9120,33728,3598,852,219,14,2311,1044,260,78,4,4
19/12/2020,90013,47866,42147,,25874,21992,3708,1580,2128,35995,7667,496,190,210,96,3000,4667,40662,9169,33998,3614,852,219,14,2318,1044,260,78,4,4
20/12/2020,90519,48093,42426,,26006,22087,3728,1591,2137,35995,7864,506,192,214,100,3190,4674,40669,9195,34161,3646,857,220,14,2337,1045,260,78,4,4
21/12/2020,91021,48320,42701,,26125,22195,3738,1595,2143,35995,8074,513,198,215,100,3408,4666,40661,9207,34321,3691,867,220,14,2345,1047,260,78,4,4
22/12/2020,91465,48562,42903,,26246,22316,3773,1612,2161,35995,8260,534,200,229,105,3774,4486,40481,9225,34531,3699,873,220,14,2376,1051,260,78,4,4
23/12/2020,92069,48813,43256,,26388,22425,3789,1620,2169,35995,8506,523,196,228,99,3858,4648,40643,9345,34652,3701,881,220,14,2391,1052,260,78,4,4
24/12/2020,92582,49083,43502,,26527,22556,3813,1632,2181,35995,8750,525,196,230,99,1857,6893,42888,9364,34866,3738,881,220,14,2412,1053,260,80,4,4
25/12/2020,92910,49192,43718,,26586,22606,3824,1635,2189,35995,9942,531,198,233,100,1894,6948,42943,9427,34912,3738,881,220,14,2423,1053,260,80,4,4
26/12/2020,93508,49557,43951,,26772,22785,3851,1651,2200,35995,9179,532,193,238,101,2224,6955,42950,9515,35157,3760,891,220,14,2446,1055,262,80,4,4
27/12/2020,93824,49664,44160,,26821,22843,3860,1656,2204,35995,9288,521,190,232,99,2322,6966,42961,9526,35252,3761,891,220,14,2453,1056,263,80,4,4
28/12/2020,94333,49962,44371,,26981,22981,3879,1664,2215,35995,9566,522,190,232,99,2603,6963,42958,9601,35443,3786,898,220,14,2468,1060,263,80,4,4
29/12/2020,94793,50201,44592,,27098,23103,3911,1683,2228,35995,8270,545,200,240,105,1279,6991,42986,9628,35635,3802,902,220,14,2482,1061,280,80,4,4
30/12/2020,95076,50303,44773,,27155,23148,3942,1695,2247,35995,9835,531,195,235,101,1345,8490,44485,9679,35677,3811,902,220,14,2512,1062,280,80,4,4
31/12/2020,95568,50514,45054,,27273,23241,3998,1716,2282,35995,10004,517,190,229,98,1397,8607,44602,9701,35842,3830,907,220,14,2534,1086,282,88,4,4
01/01/2021,95868,50640,45228,,27348,23292,4027,1726,2301,35995,10105,513,189,225,99,1504,8601,44596,9702,35930,3867,907,220,14,2541,1105,285,88,4,4
02/01/2021,96370,50918,45432,,27481,23437,4048,1738,2310,35995,10360,515,190,226,99,1715,8645,44640,9791,36140,3839,914,220,14,2550,1117,285,88,4,4
03/01/2021,96902,51215,45687,,27637,23578,4068,1746,2322,35995,10637,515,190,226,99,1964,8673,44668,9843,36364,3860,914,220,14,2561,1126,285,88,4,4
04/01/2021,97386,51464,45922,,27768,23696,4088,1751,2337,35995,10873,508,187,223,98,2132,8741,44736,9910,36526,3880,914,220,14,2572,1135,285,88,4,4
05/01/2021,97877,51696,46181,,27891,23805,4114,1758,2356,35995,11069,518,190,229,99,2435,8634,44629,9955,36704,3881,922,220,14,2594,1139,285,88,4,4
06/01/2021,98446,52104,46342,,28111,23993,4150,1774,2376,41497,5932,525,192,231,102,1375,4557,46054,9982,37047,3913,928,220,14,2628,1141,285,88,4,4
07/01/2021,99266,52596,46670,,28371,24225,4167,1781,2386,41497,6416,516,192,224,100,1704,4712,46209,10040,37443,3951,928,220,14,2640,1142,286,91,4,4
08/01/2021,99548,52793,46755,,28478,24315,4195,1793,2402,41497,6592,509,189,220,100,1877,4715,46212,10079,37586,3960,934,220,14,2657,1153,286,91,4,4
09/01/2021,99989,53127,46862,,28659,24468,4219,1800,2419,41497,6896,515,192,223,100,2155,4741,46238,10152,37815,3985,941,220,14,2676,1156,286,93,4,4
10/01/2021,100313,53328,46985,,28777,24551,4240,1812,2428,41497,7076,515,192,223,100,2344,4732,46229,10199,37963,3991,941,220,14,2692,1159,288,93,4,4
11/01/2021,100882,53694,47188,,29007,24687,4269,1826,2443,41497,7391,537,197,239,101,2559,4832,46329,10274,38232,4013,941,220,14,2710,1161,297,93,4,4
12/01/2021,101215,53900,47315,,29114,24786,4279,1831,2448,41497,7581,543,199,243,101,2630,4951,46448,10309,38402,4014,941,220,14,2720,1161,297,93,4,4
13/01/2021,101752,54285,47467,,29318,24967,4321,1845,2476,41467,7911,556,197,250,109,1310,6601,48098,10386,38690,4030,945,220,14,2756,1166,298,93,4,4
14/01/2021,102339,54782,47557,,29577,25205,4354,1863,2491,41497,8371,560,215,243,102,1528,6843,48340,10520,38922,4161,945,220,14,2764,1169,315,98,4,4
15/01/2021,103030,55332,47698,,29866,25466,4381,1870,2511,41497,8907,547,211,235,101,1833,7074,48571,10570,39398,4181,949,220,14,2779,1172,324,98,4,4
16/01/2021,103732,55943,47789,,30190,25753,4442,1897,2545,41497,9463,541,208,233,100,2238,7225,48722,10669,39827,4260,953,220,14,2793,1218,325,98,4,4
17/01/2021,104228,56390,47838,,30447,25943,4494,1917,2577,41497,9856,543,208,235,100,2529,7327,48824,10752,40158,4280,966,220,14,2813,1244,331,98,4,4
18/01/2021,104595,56674,47921,,30603,26071,4534,1937,2597,41497,10095,548,210,238,100,2776,7319,48816,10819,40344,4302,975,220,14,2838,1247,343,98,4,4
19/01/2021,104941,56953,47988,,30756,26197,4576,1954,2622,41497,10339,541,207,234,100,1322,9017,50514,10861,40570,4310,978,220,14,2848,1278,343,98,4,4
20/01/2021,105585,57542,48043,,31082,26460,4621,1978,2643,41497,10886,538,206,232,100,1640,9246,50743,10958,41042,4320,987,220,15,2884,1287,343,99,4,4
21/01/2021,106200,58083,48117,,31389,26694,4660,1995,2665,41497,11389,537,203,233,101,2009,9380,50877,11049,41473,4334,992,220,15,2899,1308,343,102,4,4
22/01/2021,106845,58672,48173,,31688,26984,4737,2029,2708,41497,11902,536,204,232,100,2291,9611,51108,11224,41838,4380,995,220,15,2953,1326,347,103,4,4
23/01/2021,107305,59073,48232,,31899,27174,4814,2060,2754,41497,12233,529,202,228,99,2571,9662,51159,11311,42125,4403,999,220,15,3004,1347,352,103,4,4
24/01/2021,108015,59415,48600,,32070,27345,4865,2079,2786,41497,12552,501,198,205,98,2784,9768,51265,11391,42377,4408,1004,220,15,3043,1353,358,103,4,4
25/01/2021,108335,59640,48695,,32196,27444,4903,2098,2805,41497,12750,490,197,200,93,2893,9857,51354,11507,42486,4408,1004,220,15,3070,1363,359,103,4,4
26/01/2021,108616,59836,48780,,32323,27513,4931,2115,2816,41497,12915,493,197,203,93,1449,11466,52963,11588,42601,4408,1004,220,15,3086,1370,364,103,4,4
27/01/2021,109032,60157,48875,,32498,27656,4964,2132,2832,41497,13218,478,191,197,90,1620,11598,53095,11668,42835,4412,1007,220,15,3101,1384,368,103,4,4
28/01/2021,109403,60441,48962,,32645,27796,4995,2147,2848,41497,13477,472,190,192,90,1776,11701,53198,11744,43029,4425,1008,220,15,3117,1399,368,103,4,4
29/01/2021,110087,61036,49051,,32947,28089,5050,2172,2878,41497,14034,455,185,185,85,2052,11982,53479,11846,43483,4441,1031,220,15,3140,1430,369,103,4,4
30/01/2021,110592,61464,49128,,33191,28273,5079,2186,2893,41497,14439,449,180,184,85,2342,12097,53594,11940,43755,4502,1032,220,15,3158,1440,370,103,4,4
31/01/2021,111547,61935,49612,,33422,28513,5115,2196,2919,41497,14874,449,180,184,85,2684,12190,53687,12054,44037,4566,1043,220,15,3182,1451,371,103,4,4
01/02/2021,111864,62160,49704,,33545,28615,5145,2211,2934,41497,15086,432,175,172,85,2808,12278,53775,12121,44169,4589,1046,220,15,3209,1454,371,103,4,4
02/02/2021,112102,62319,49783,,33623,28696,5157,2215,2942,41497,15225,440,178,177,85,1318,13907,55404,12144,44288,4604,1048,220,15,3217,1454,375,103,4,4
03/02/2021,112258,62446,49812,,33686,28760,5173,2225,2948,41497,15349,427,173,172,82,1353,13996,55493,12152,44404,4607,1048,220,15,3229,1454,379,103,4,4
04/02/2021,112610,62727,49883,,33822,28905,5206,2240,2966,41497,15605,419,170,170,79,1505,14100,55597,12241,44589,4614,1048,220,15,3257,1457,381,103,4,4
05/02/2021,113031,63077,49954,,33994,29083,5236,2251,2958,41497,15965,379,156,152,71,1702,14263,55760,12312,44834,4646,1050,220,15,3271,1468,384,105,4,4
06/02/2021,113460,63395,50065,,34168,29227,5274,2263,3011,50208,7540,373,155,150,68,1891,5649,55857,12394,45044,4668,1054,220,15,3301,1475,385,105,4,4
07/02/2021,113820,63697,50208,,34315,29382,5289,2271,3018,50208,7852,348,148,140,60,2122,5730,55938,12457,45270,4679,1056,220,15,3310,1476,388,107,4,4
08/02/2021,114048,63854,50194,,34396,29458,5321,2286,3035,50208,7981,344,148,136,60,2178,5803,56011,12507,45371,4683,1058,220,15,3339,1479,388,107,4,4
09/02/2021,114207,63964,50243,,34451,29513,5358,2311,3047,50208,8057,341,146,136,59,988,7069,57277,12523,45464,4684,1058,220,15,3363,1488,392,107,4,4
10/02/2021,114429,64137,50292,,34541,29596,5376,2315,3061,50208,8237,316,135,126,55,1105,7132,57340,12591,45566,4687,1058,220,15,3378,1491,392,107,4,4
11/02/2021,114794,64449,50345,,34691,29758,5396,2323,3073,50208,8553,292,123,117,52,1270,7283,57491,12645,45793,4716,1060,220,15,3391,1498,392,107,4,4
12/02/2021,115015,64617,50398,,34779,29838,5423,2337,3086,50208,8713,273,115,112,46,1421,7292,57500,12710,45877,4726,1069,220,15,3410,1502,369,107,4,4
13/02/2021,115195,64763,50432,,34857,29906,5457,2350,3107,50208,8825,273,115,112,46,1547,7278,57486,12770,45960,4728,1069,221,15,3425,1520,396,107,5,4
14/02/2021,115447,64952,50495,,34949,30003,5470,2355,3115,50208,9001,273,115,112,46,1694,7307,57515,12816,46091,4739,1070,221,15,3436,1522,396,107,5,4
15/02/2021,115604,65081,50523,,35021,30060,5478,2358,3120,50208,9122,273,115,112,46,1761,7361,57569,12826,46208,4740,1071,221,15,3444,1522,396,107,5,4
16/02/2021,115797,65210,50587,,35083,30127,5499,2370,3129,50208,9269,234,100,98,36,913,8356,58564,12845,46316,4742,1071,221,15,3463,1524,396,107,5,4
17/02/2021,115956,65335,50621,,35148,30187,5536,2382,3154,50208,9362,229,98,96,35,980,8382,58590,12889,46363,4776,1071,221,15,3481,1536,399,111,5,4
18/02/2021,116279,65577,50702,,35281,30296,5550,2386,3164,50208,9590,229,98,96,35,1140,8450,58658,12948,46490,4830,1073,221,15,3491,1537,402,111,5,4
19/02/2021,116517,65734,50783,,35352,30382,5589,2401,3188,50208,9732,205,88,86,31,1253,8479,58687,13011,46560,4851,1075,222,15,3501,1565,402,112,5,4
20/02/2021,116682,65853,50829,,35405,30448,5604,2408,3196,50208,9836,205,88,86,31,1353,8483,58691,13038,46636,4867,1075,222,15,3511,1570,402,112,5,4
21/02/2021,116894,65983,50911,,35468,30515,5615,2414,3201,50208,9957,203,87,85,31,1468,8489,58697,13083,46709,4878,1076,222,15,3517,1575,402,112,5,4
22/02/2021,117043,66045,50998,,35501,30544,5621,2417,3204,50208,10027,189,80,83,26,1500,8527,58735,13099,46753,4879,1077,222,15,3523,1575,402,112,5,4
23/02/2021,117141,66116,51025,,35537,30579,5639,2423,3216,50208,10093,176,72,80,24,682,9411,59619,13106,46817,4879,1077,222,15,3536,1580,402,112,5,4
24/02/2021,117301,66219,51082,,35588,30631,5660,2427,3233,50208,10177,174,71,79,24,757,9420,59628,13164,46842,4899,1077,222,15,3548,1586,405,112,5,4
25/02/2021,117447,66336,51111,,35652,30684,5673,2431,3242,50208,10289,166,68,76,22,848,9441,56649,13204,46877,4940,1077,223,15,3559,1588,405,112,5,4
26/02/2021,117595,66443,51152,,35704,30739,5694,2439,3255,50208,10375,166,68,76,22,932,9443,59651,13261,46926,4940,1078,223,15,3573,1595,405,112,5,4
27/02/2021,117742,66546,51196,,35752,30794,5708,2443,3265,50208,10497,133,53,61,19,1018,9479,59687,13282,47000,4947,1079,223,15,3575,1607,405,112,5,4
28/02/2021,117873,66642,51231,,35807,30835,5716,2447,3269,50208,10585,133,53,61,19,1054,9531,59739,13304,47057,4962,1081,223,15,3581,1609,405,112,5,4
01/03/2021,117995,66727,51268,,35860,30867,5739,2458,3281,50208,10653,127,51,59,17,1082,9571,59779,13318,47128,4962,1081,223,15,3595,1617,405,113,5,4
02/03/2021,118116,66827,51289,,35909,30918,5746,2463,3283,50208,10762,111,43,68,0,523,10239,60447,13333,47213,4962,1081,223,15,3600,1619,405,113,5,4
03/03/2021,118283,66962,51321,,35990,30972,5779,2478,3301,50208,10875,100,40,60,0,662,10213,60421,13379,47261,5003,1081,223,15,3621,1630,406,113,5,4
04/03/2021,118458,67083,51375,,36059,31024,5793,2484,3309,50208,10981,101,38,63,0,763,10218,60426,13417,47308,5039,1081,223,15,3625,1639,407,113,5,4
05/03/2021,118639,67227,51412,,36135,31092,5806,2488,3318,50208,11112,101,38,63,0,858,10254,60462,13455,47391,5061,1082,223,15,3634,1643,407,113,5,4
06/03/2021,118738,67302,51436,,36178,31124,5810,2490,3320,50208,11186,98,34,62,2,926,10260,60468,13482,47434,5065,1083,223,15,3637,1644,407,113,5,4
